series_id,title,season,frequency,units,notes,season_short,frequency_short,units_short,period_description,units_denomination,copyright_id,release_id,serp_title,serp_desc,notes_html
TOTLISCOUYY12009,"Housing Inventory: Total Listing Count Year-Over-Year in Brevard County, FL",Not Seasonally Adjusted,Monthly,Percent,"The total of both active listings and pending listings in a given market during the specified month.

With the release of its September 2022 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology updates and improves the calculation of time on market and improves handling of duplicate listings. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since October 2022 will not be directly comparable with previous data releases (files downloaded before October 2022) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",NSA,M,%,,1,,462,,,"The total of both active listings and pending listings in a given market during the specified month.

With the release of its September 2022 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology updates and improves the calculation of time on market and improves handling of duplicate listings. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since October 2022 will not be directly comparable with previous data releases (files downloaded before October 2022) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>."
TOTLISCOUYY47141,"Housing Inventory: Total Listing Count Year-Over-Year in Putnam County, TN",Not Seasonally Adjusted,Monthly,Percent,"The total of both active listings and pending listings in a given market during the specified month.

With the release of its September 2022 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology updates and improves the calculation of time on market and improves handling of duplicate listings. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since October 2022 will not be directly comparable with previous data releases (files downloaded before October 2022) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",NSA,M,%,,1,,462,,,"The total of both active listings and pending listings in a given market during the specified month.

With the release of its September 2022 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology updates and improves the calculation of time on market and improves handling of duplicate listings. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since October 2022 will not be directly comparable with previous data releases (files downloaded before October 2022) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>."
TXPRES7POP,"Resident Population in Presidio County, TX",Not Seasonally Adjusted,Annual,Thousands of Persons,"Data for ""Resident Population"" are estimates as of July 1. Data for 1970, 1980, 1990, and 2000 are annual census.

Population estimates are updated annually using current data on births, deaths, and migration to calculate population change since the most recent decennial census. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. Each vintage of estimates includes all years since the most recent decennial census.",NSA,A,Thous. of Persons,,1000,,119,,,"Data for ""Resident Population"" are estimates as of July 1. Data for 1970, 1980, 1990, and 2000 are annual census.

Population estimates are updated annually using current data on births, deaths, and migration to calculate population change since the most recent decennial census. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. Each vintage of estimates includes all years since the most recent decennial census."
UGAFCSODCGGDPPT,"Use of Financial Services: Key Indicators, Outstanding Loans from Commercial Banks for Uganda",Not Seasonally Adjusted,Annual,Percent of GDP,"Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm.",NSA,A,% of GDP,,1,,370,,,
ULQBBU05SIA661N,"Benchmarked Unit Labor Costs for Trade, Transport and Communication for Slovenia (DISCONTINUED)",Not Seasonally Adjusted,Annual,Index 2010=1,"OECD descriptor ID: ULQBBU05
OECD unit ID: IXOB
OECD country ID: SVN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission.",NSA,A,Index 2010=1,,1,,205,,,
USACPGRGO01GPQ,Consumer Price Index: OECD Groups: Goods: Total for United States,Not Seasonally Adjusted,Quarterly,Growth rate previous period,"OECD Descriptor ID: CPGRGO01
OECD unit ID: PC
OECD country ID: USA

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission",NSA,Q,Growth rate previous period,,1,,205,,,"OECD Descriptor ID: CPGRGO01
OECD unit ID: PC
OECD country ID: USA

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
SMS78000000700000001,All Employees: Service-Providing in the U.S. Virgin Islands,Seasonally Adjusted,Monthly,Thousands of Persons,This series is seasonally adjusted by the U.S. Bureau of Labor Statistics.,SA,M,Thous. of Persons,,1000,,308,,,
USPTOISSUED006011,"New Patent Assignments in Colusa County, CA",Not Seasonally Adjusted,Monthly,Patents,"The number of patent assignments for a county is based upon the cumulative assignees in a county for the designated time-period, i.e. the total number of patents transferred to assignees based in the county represented over the course of the particular month.

Assignment, in patent and trademark terms, is the act of transferring to another the ownership of one's property; meaning the interest and rights to a patent as defined by the <a href='https://www.uspto.gov/web/offices/pac/mpep/index.html'>Manual of Patent Examining Procedure</a> (MPEP). In order for an assignment to take place, the transfer to another must include the entirety of the 'bundle of rights' associated with the ownership interest, meaning all of the rights that are inherent in the right, title, and interest in the patent or patent application.

The assignee is the person, group of persons, or organization that receives ownership rights of the patent application or patent from the assignor.

Please visit the <a href='https://www.uspto.gov/learning-and-resources/transferring-ownership-assignments-faqs'>Transferring Ownership/Assignments FAQs</a> to query it for more information about assignments in general.",NSA,M,Patents,,1,,432,,,"The number of patent assignments for a county is based upon the cumulative assignees in a county for the designated time-period, i.e. the total number of patents transferred to assignees based in the county represented over the course of the particular month.

Assignment, in patent and trademark terms, is the act of transferring to another the ownership of one's property; meaning the interest and rights to a patent as defined by the <a href='https://www.uspto.gov/web/offices/pac/mpep/index.html'>Manual of Patent Examining Procedure</a> (MPEP). In order for an assignment to take place, the transfer to another must include the entirety of the 'bundle of rights' associated with the ownership interest, meaning all of the rights that are inherent in the right, title, and interest in the patent or patent application.

The assignee is the person, group of persons, or organization that receives ownership rights of the patent application or patent from the assignor.

Please visit the <a href='https://www.uspto.gov/learning-and-resources/transferring-ownership-assignments-faqs'>Transferring Ownership/Assignments FAQs</a> to query it for more information about assignments in general."
SMS78000000800000001,All Employees: Private Service Providing in the U.S. Virgin Islands,Seasonally Adjusted,Monthly,Thousands of Persons,This series is seasonally adjusted by the U.S. Bureau of Labor Statistics.,SA,M,Thous. of Persons,,1000,,308,,,
USPTOISSUED018157,"New Patent Assignments in Tippecanoe County, IN",Not Seasonally Adjusted,Monthly,Patents,"The number of patent assignments for a county is based upon the cumulative assignees in a county for the designated time-period, i.e. the total number of patents transferred to assignees based in the county represented over the course of the particular month.

Assignment, in patent and trademark terms, is the act of transferring to another the ownership of one's property; meaning the interest and rights to a patent as defined by the <a href='https://www.uspto.gov/web/offices/pac/mpep/index.html'>Manual of Patent Examining Procedure</a> (MPEP). In order for an assignment to take place, the transfer to another must include the entirety of the 'bundle of rights' associated with the ownership interest, meaning all of the rights that are inherent in the right, title, and interest in the patent or patent application.

The assignee is the person, group of persons, or organization that receives ownership rights of the patent application or patent from the assignor.

Please visit the <a href='https://www.uspto.gov/learning-and-resources/transferring-ownership-assignments-faqs'>Transferring Ownership/Assignments FAQs</a> to query it for more information about assignments in general.",NSA,M,Patents,,1,,432,,,"The number of patent assignments for a county is based upon the cumulative assignees in a county for the designated time-period, i.e. the total number of patents transferred to assignees based in the county represented over the course of the particular month.

Assignment, in patent and trademark terms, is the act of transferring to another the ownership of one's property; meaning the interest and rights to a patent as defined by the <a href='https://www.uspto.gov/web/offices/pac/mpep/index.html'>Manual of Patent Examining Procedure</a> (MPEP). In order for an assignment to take place, the transfer to another must include the entirety of the 'bundle of rights' associated with the ownership interest, meaning all of the rights that are inherent in the right, title, and interest in the patent or patent application.

The assignee is the person, group of persons, or organization that receives ownership rights of the patent application or patent from the assignor.

Please visit the <a href='https://www.uspto.gov/learning-and-resources/transferring-ownership-assignments-faqs'>Transferring Ownership/Assignments FAQs</a> to query it for more information about assignments in general."
SMS78000004000000001,"All Employees: Trade, Transportation, and Utilities in the U.S. Virgin Islands",Seasonally Adjusted,Monthly,Thousands of Persons,This series is seasonally adjusted by the U.S. Bureau of Labor Statistics.,SA,M,Thous. of Persons,,1000,,308,,,
USPTOISSUED048403,"New Patent Assignments in Sabine County, TX",Not Seasonally Adjusted,Monthly,Patents,"The number of patent assignments for a county is based upon the cumulative assignees in a county for the designated time-period, i.e. the total number of patents transferred to assignees based in the county represented over the course of the particular month.

Assignment, in patent and trademark terms, is the act of transferring to another the ownership of one's property; meaning the interest and rights to a patent as defined by the <a href='https://www.uspto.gov/web/offices/pac/mpep/index.html'>Manual of Patent Examining Procedure</a> (MPEP). In order for an assignment to take place, the transfer to another must include the entirety of the 'bundle of rights' associated with the ownership interest, meaning all of the rights that are inherent in the right, title, and interest in the patent or patent application.

The assignee is the person, group of persons, or organization that receives ownership rights of the patent application or patent from the assignor.

Please visit the <a href='https://www.uspto.gov/learning-and-resources/transferring-ownership-assignments-faqs'>Transferring Ownership/Assignments FAQs</a> to query it for more information about assignments in general.",NSA,M,Patents,,1,,432,,,"The number of patent assignments for a county is based upon the cumulative assignees in a county for the designated time-period, i.e. the total number of patents transferred to assignees based in the county represented over the course of the particular month.

Assignment, in patent and trademark terms, is the act of transferring to another the ownership of one's property; meaning the interest and rights to a patent as defined by the <a href='https://www.uspto.gov/web/offices/pac/mpep/index.html'>Manual of Patent Examining Procedure</a> (MPEP). In order for an assignment to take place, the transfer to another must include the entirety of the 'bundle of rights' associated with the ownership interest, meaning all of the rights that are inherent in the right, title, and interest in the patent or patent application.

The assignee is the person, group of persons, or organization that receives ownership rights of the patent application or patent from the assignor.

Please visit the <a href='https://www.uspto.gov/learning-and-resources/transferring-ownership-assignments-faqs'>Transferring Ownership/Assignments FAQs</a> to query it for more information about assignments in general."
UZBFCSODCSGGDPPT,"Use of Financial Services: Key Indicators, Outstanding Small and Medium Enterprises Loans from Commercial Banks for Uzbekistan",Not Seasonally Adjusted,Annual,Percent of GDP,"Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm.",NSA,A,% of GDP,,1,,370,,,
VACARR5URN,"Unemployment Rate in Carroll County, VA",Not Seasonally Adjusted,Monthly,Percent,"These data come from the Current Population Survey (CPS), also known as the household survey.

Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].

For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>.",NSA,M,%,,1,,116,,,"These data come from the Current Population Survey (CPS), also known as the household survey.

Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].

For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
X15PDTPLNB,National Banks in Federal Reserve District 3: Philadelphia,Not Seasonally Adjusted,Annual,Number,"This series may have irregularities or important features that are not disclosed here. To see whether this is the case, please consult Part 1, Section 1, Table 15 in the original source at https://fraser.stlouisfed.org/scribd/?item_id=6408&filepath=%2Fdocs%2Fpublications%2Fbms%2F1914-1941%2FBMS14-41_complete.pdf&start_page=1

Relevant details can be found in the footnotes of each table as well as the introductory material for Section 1.",NSA,A,Number,End of Period,1,,388,,,
2020RATIO037169,"Income Inequality in Stokes County, NC",Not Seasonally Adjusted,Annual,Ratio,"This data represents the ratio of the mean income for the highest quintile (top 20 percent) of earners divided by the mean income of the lowest quintile (bottom 20 percent) of earners in a particular county. Multiyear estimates from the American Community Survey (ACS) are ""period"" estimates derived from a data sample collected over a period of time, as opposed to ""point-in-time"" estimates such as those from past decennial censuses. ACS 5-year estimate includes data collected over a 60-month period. The date of the data is the end of the 5-year period. For example, a value dated 2014 represents data from 2010 to 2014. However, they  do  not  describe  any  specific day, month, or year within that time period.

Multiyear  estimates  require  some  considerations  that  single-year  estimates  do  not.  For  example,  multiyear  estimates released in consecutive years consist mostly of overlapping years and shared data. The 2010–2014 ACS 5-year estimates share sample data from 2011 through 2014 with the 2011–2015 ACS 5-year estimates. Because of this overlap, users should use extreme caution in making comparisons with consecutive years of multiyear estimates.

Please see ""Section 3: Understanding and Using ACS Single-Year and Multiyear Estimates"" on publication page 13 (file page 19) of the 2018 ACS General Handbook for a more thorough clarification. https://www.census.gov/content/dam/Census/library/publications/2018/acs/acs_general_handbook_2018.pdf",NSA,A,Ratio,,1,,414,,,
2020RATIO048023,"Income Inequality in Baylor County, TX",Not Seasonally Adjusted,Annual,Ratio,"This data represents the ratio of the mean income for the highest quintile (top 20 percent) of earners divided by the mean income of the lowest quintile (bottom 20 percent) of earners in a particular county. Multiyear estimates from the American Community Survey (ACS) are ""period"" estimates derived from a data sample collected over a period of time, as opposed to ""point-in-time"" estimates such as those from past decennial censuses. ACS 5-year estimate includes data collected over a 60-month period. The date of the data is the end of the 5-year period. For example, a value dated 2014 represents data from 2010 to 2014. However, they  do  not  describe  any  specific day, month, or year within that time period.

Multiyear  estimates  require  some  considerations  that  single-year  estimates  do  not.  For  example,  multiyear  estimates released in consecutive years consist mostly of overlapping years and shared data. The 2010–2014 ACS 5-year estimates share sample data from 2011 through 2014 with the 2011–2015 ACS 5-year estimates. Because of this overlap, users should use extreme caution in making comparisons with consecutive years of multiyear estimates.

Please see ""Section 3: Understanding and Using ACS Single-Year and Multiyear Estimates"" on publication page 13 (file page 19) of the 2018 ACS General Handbook for a more thorough clarification. https://www.census.gov/content/dam/Census/library/publications/2018/acs/acs_general_handbook_2018.pdf",NSA,A,Ratio,,1,,414,,,
ACTLISCOU54079,"Housing Inventory: Active Listing Count in Putnam County, WV",Not Seasonally Adjusted,Monthly,Level,"The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).

With the release of its September 2022 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology updates and improves the calculation of time on market and improves handling of duplicate listings. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since October 2022 will not be directly comparable with previous data releases (files downloaded before October 2022) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",NSA,M,Level,,1,,462,,,"The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).

With the release of its September 2022 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology updates and improves the calculation of time on market and improves handling of duplicate listings. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since October 2022 will not be directly comparable with previous data releases (files downloaded before October 2022) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>."
BOGZ1FA263067005Q,"Rest of the World; Cash Accounts at Broker and Dealers; Asset (Net), Transactions",Seasonally Adjusted Annual Rate,Quarterly,Millions of Dollars,"Source ID: FA263067005.Q

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FA263067005&t=) provided by the source.",SAAR,Q,Mil. of $,,1000000,,52,,,"Source ID: FA263067005.Q

For more information about the Flow of Funds tables, see the <a href=""https://www.federalreserve.gov/apps/fof/Default.aspx"">Financial Accounts Guide</a>.

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the <a href=""https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx"">Release Highlights</a>.

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the <a href=""https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FA263067005&t="">series analyzer</a> provided by the source."
ALLQ13A1SINR,"13) To the Extent That the Price or Nonprice Terms Applied to Trading Reits Have Tightened or Eased over the Past Three Months (as Reflected in Your Responses to Questions 11 and 12), What Are the Most Important Reasons for the Change?| A. Possible Reasons for Tightening | 1. Deterioration in Current or Expected Financial Strength of Counterparties. | Answer Type: Somewhat Important (DISCONTINUED)",Not Seasonally Adjusted,Quarterly,Number of Respondents,"The source has discontinued this series, and as such, will no longer be updated in FRED. 

 DISCLAIMER: This series should not be viewed in isolation. For full context, please view the release table for this survey question. (http://www.federalreserve.gov/data/scoos.htm) 

 For further informatio, please refer to the Board of Governors of the Federal Reserve System's Senior Credit Officer Opinion Survey on Bank Lending Practices release, online at the Board of Governors website.  (http://www.federalreserve.gov/data/scoos.htm)""",NSA,Q,Number of Respondents,,1,,571,,,"The source has discontinued this series, and as such, will no longer be updated in FRED. 

 DISCLAIMER: This series should not be viewed in isolation. For full context, please view <a href=""http://www.federalreserve.gov/data/scoos.htm"">the release table for this survey question.</a> 

 For further informatio, please refer to the Board of Governors of the Federal Reserve System's Senior Credit Officer Opinion Survey on Bank Lending Practices release, online at <a href=""http://www.federalreserve.gov/data/scoos.htm"">the Board of Governors website. </a>"""
APU0000703211,"Average Price: Chuck Roast, USDA Choice, Bone-In (Cost per Pound/453.6 Grams) in U.S. City Average",Not Seasonally Adjusted,Monthly,U.S. Dollars,"All uncooked, USDA Choice, Bone-in chuck roasts regardless of organic claim or process state (fresh or frozen). Discontinued series, last published August 1996.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm).",NSA,M,U.S. $,,1,,454,,"All uncooked, USDA Choice, Bone-in chuck roasts regardless of organic claim or process state (fresh or frozen). Discontinued series last published in 1996.""","All uncooked, USDA Choice, Bone-in chuck roasts regardless of organic claim or process state (fresh or frozen). Discontinued series, last published August 1996.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the <a href=""https://www.bls.gov/cpi/factsheets/average-prices.htm"">Bureau of Labor Statistics</a>."
AVELISPRI48660,"Housing Inventory: Average Listing Price in Wichita Falls, TX (CBSA)",Not Seasonally Adjusted,Monthly,U.S. Dollars,"The average listing price in a given market during the specified month.

With the release of its September 2022 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology updates and improves the calculation of time on market and improves handling of duplicate listings. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since October 2022 will not be directly comparable with previous data releases (files downloaded before October 2022) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",NSA,M,U.S. $,,1,,462,,,"The average listing price in a given market during the specified month.

With the release of its September 2022 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology updates and improves the calculation of time on market and improves handling of duplicate listings. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since October 2022 will not be directly comparable with previous data releases (files downloaded before October 2022) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>."
